ts(Global),ts(GNSS),ts(GNSS time),LLH(latitude),LLH(longitude),LLH(altitude),GNSS_qual,GNSS_age,TM(north),TM(east),Heading(GPS),ts(bucket - MC),bucket_x,bucket_y,bucket_z,slope_boom,slope_arm,slope_bucket,swing_angle,track_angle,body_roll,body_pitch,ts(Engine),rpm,fuel_consumption_rate,ts(pressure),p_boom_up,p_boom_down,p_arm_in,p_arm_out,p_bkt_in,p_bkt_out,p_swing_left,p_swing_right,p_pilot_boom_up,p_pilot_boom_down,p_pilot_arm_in,p_pilot_arm_out,p_pilot_bkt_in,p_pilot_bkt_out,p_pilot_swing_left,p_pilot_swing_right,ts(pc),laz_file_name,ts(svo_cam),ts_svo_cam,svo_timestamp
104826.0685,98.50323905, 20251113-10:48:26-050000,35.93919778,126.5488842,7.1283,4,2,371394992.2,159295255.6,265.471,98.52647451,-262.67,3577.23,-1536.78,29.555,-133.995,-22.792,94.561,-178.8,0.29,1.276,98.59921676,1651.5,12.45,0,113.4,7.2,66.6,205.2,86.4,184.8,4.2,6.6,0,88,24,0,5,91,10,103,98.52979686, pc_20251113_104825_991.laz,98.60155309, 20251113-104826.060278,1.763E+18
104826.1686,98.60316674, 20251113-10:48:26-150000,35.93919779,126.5488842,7.1305,4,1.1,371394993.2,159295255.7,265.457,98.62648943,-267.01,3632.16,-1560.27,29.603,-133.356,-22.641,94.562,-178.8,0.281,1.291,98.69927263,1611.5,7.1,0,109.8,11.4,100.8,126,104.4,179.4,10.8,15,2,98,8,20,12,132,9,109,98.63064128, pc_20251113_104826_091.laz,98.6989933, 20251113-104826.157764,1.763E+18
104826.2687,98.70584154, 20251113-10:48:26-250000,35.93919784,126.5488841,7.1354,4,1.3,371394998.7,159295254.6,265.445,98.72650099,-269.03,3671.76,-1580.45,29.65,-132.9,-22.483,94.555,-178.8,0.251,1.359,98.79969855,1572.5,7,0,111.6,7.2,99.6,130.2,103.8,183,18.6,25.2,0,101,10,56,4,148,6,121,98.72981556, pc_20251113_104826_190.laz,98.80114437, 20251113-104826.259902,1.763E+18
104826.3687,98.8044976, 20251113-10:48:26-350000,35.93919789,126.5488841,7.1385,4,1.4,371395004.5,159295251.8,265.446,98.82651371,-264.28,3622.6,-1567.53,29.64,-133.576,-22.244,94.552,-178.8,0.232,1.434,98.89934792,1578.5,9.6,0,121.8,4.8,73.8,192,81,180.6,15,43.8,0,99,14,133,3,161,6,131,98.82988409, pc_20251113_104826_291.laz,98.90172687, 20251113-104826.360491,1.763E+18
104826.4688,98.90412116, 20251113-10:48:26-450000,35.93919789,126.5488841,7.1374,4,1.5,371395003.6,159295252.9,265.462,98.92648102,-262.1,3617.58,-1573.98,29.514,-133.914,-21.408,94.516,-178.8,0.248,1.332,98.9989681,1581,12.75,0,125.4,9,70.8,179.4,67.8,156.6,10.8,78.6,4,110,18,167,4,168,5,142,98.93118466, pc_20251113_104826_392.laz,99.00198947, 20251113-104826.460771,1.763E+18
104826.5688,99.00375587, 20251113-10:48:26-550000,35.9391978,126.5488841,7.1321,4,1.5,371394992,159295256.2,265.513,99.026563,-263.12,3715.29,-1617.99,29.702,-133.3,-19.758,94.415,-178.9,0.237,1.371,99.09909197,1570,16.5,0,116.4,11.4,61.2,138.6,53.4,126.6,10.2,118.2,2,125,12,177,2,177,9,145,99.02999301, pc_20251113_104826_491.laz,99.10241529, 20251113-104826.561181,1.763E+18
104826.6682,99.10380829, 20251113-10:48:26-650000,35.93919775,126.548884,7.13,4,1.6,371394983.3,159295259.5,265.617,99.12649026,-257.96,3842.71,-1671.45,29.798,-132.482,-17.732,94.187,-179.1,0.242,1.317,99.19891346,1537,13.3,0,110.4,8.4,43.8,124.8,42,111.6,10.8,138,6,112,8,194,3,181,2,143,99.12981965, pc_20251113_104826_591.laz,99.20144129, 20251113-104826.660214,1.763E+18
104826.7682,99.20371611, 20251113-10:48:26-750000,35.93919769,126.5488838,7.1296,4,1.8,371394971.9,159295259.3,265.891,99.22649928,-247.15,4002.68,-1738.23,29.817,-131.305,-15.608,93.857,-179.4,0.256,1.289,99.29914479,1554,19.8,0,114,7.2,31.8,117.6,36.6,110.4,13.8,147.6,0,106,12,210,3,187,4,142,99.229726, pc_20251113_104826_691.laz,99.3032658, 20251113-104826.762022,1.763E+18
104826.8685,99.30399746, 20251113-10:48:26-850000,35.93919761,126.5488836,7.1282,4,1.9,371394955.3,159295262.9,266.274,99.3265463,-227.81,4222.62,-1822.4,29.828,-129.549,-13.15,93.391,-179.8,0.253,1.33,99.39958758,1564.5,25.2,0,119.4,7.2,28.8,108.6,35.4,111,19.2,139.8,0,99,8,216,2,191,1,146,99.33023004, pc_20251113_104826_791.laz,99.40260111, 20251113-104826.861366,1.763E+18
104826.9687,99.40349196, 20251113-10:48:26-950000,35.93919752,126.5488833,7.1315,4,2,371394936.2,159295264.6,266.733,99.42649995,-194.84,4497.56,-1910.13,29.825,-127.323,-10.349,92.776,179.6,0.216,1.389,99.49948699,1565,27.8,0,126,7.2,28.8,100.2,34.8,112.8,24.6,129.6,0,73,12,232,3,195,6,143,99.42937749, pc_20251113_104826_890.laz,99.50296917, 20251113-104826.961754,1.763E+18
104827.0686,99.5034494, 20251113-10:48:27-050000,35.93919742,126.5488829,7.1366,4,2,371394913.5,159295263,267.365,99.52648853,-152.86,4812.19,-1986.32,29.795,-124.798,-7.279,92.097,178.9,0.206,1.421,99.5991483,1574.5,30.15,0,130.8,7.2,25.8,95.4,33,113.4,28.8,120.6,0,9,6,248,10,216,2,142,99.52945756, pc_20251113_104826_990.laz,99.60493442, 20251113-104827.063645,1.763E+18
104827.1683,99.60417657, 20251113-10:48:27-150000,35.93919728,126.5488826,7.1372,4,2.2,371394885.9,159295265.7,268.13,99.62650869,-101.13,5153.62,-2038.46,29.766,-122.125,-3.969,91.38,178.2,0.21,1.416,99.69914826,1588.5,29.85,0,133.2,7.8,21,94.2,28.2,111.6,32.4,108.6,0,2,11,261,2,207,3,137,99.62931715, pc_20251113_104827_090.laz,99.70510511, 20251113-104827.163861,1.763E+18
104827.2683,99.70470436, 20251113-10:48:27-250000,35.93919714,126.5488822,7.1369,4,1.3,371394856.5,159295268.7,268.904,99.72654443,-35.53,5525.29,-2062.12,29.755,-119.232,-0.43,90.608,177.5,0.206,1.41,99.79994673,1598,29.95,0,133.8,9,18.6,84,25.8,107.4,37.2,87,56,2,5,357,3,212,2,132,99.73070545, pc_20251113_104827_191.laz,99.80005077, 20251113-104827.258777,1.763E+18
104827.3686,99.80398562, 20251113-10:48:27-350000,35.93919701,126.5488818,7.1382,4,1.4,371394828,159295268.3,269.592,99.82649575,41.53,5913.39,-2053.8,29.764,-116.218,3.303,89.824,176.7,0.201,1.433,99.89946534,1595.5,28.7,0,133.2,9,18,78.6,24.6,107.4,42.6,69,84,4,10,390,0,213,5,130,99.82939996, pc_20251113_104827_290.laz,99.90211, 20251113-104827.360844,1.763E+18
104827.4682,99.90433809, 20251113-10:48:27-450000,35.93919688,126.5488813,7.1371,4,1.5,371394798.8,159295265.5,270.333,99.92649899,127.66,6293.46,-2011.24,29.742,-113.308,7.188,89.053,175.9,0.199,1.429,99.99905989,1601,29.9,0,133.2,7.8,16.8,79.8,24,108.6,44.4,60,108,7,4,403,0,205,4,127,99.92964835, pc_20251113_104827_390.laz,100.0052817, 20251113-104827.463966,1.763E+18
104827.5687,100.0037273, 20251113-10:48:27-550000,35.93919676,126.5488809,7.1352,4,1.5,371394769.9,159295265.4,271.169,100.0265007,222.25,6660.59,-1936.16,29.722,-110.49,11.163,88.296,175.2,0.192,1.435,100.0994277,1597,29.2,0,130.2,7.2,16.8,84.6,24.6,110.4,46.2,57,127,6,1,406,2,198,4,121,100.0295218, pc_20251113_104827_490.laz,100.0749809, 20251113-104827.533707,1.763E+18
104827.6686,100.1036871, 20251113-10:48:27-650000,35.93919664,126.5488806,7.1385,4,1.6,371394741.5,159295267.2,271.977,100.1265292,326.25,7007.41,-1833.08,29.696,-107.752,15.066,87.535,174.4,0.189,1.448,100.1989617,1607.5,32.25,0,123.6,7.2,17.4,91.2,28.2,112.8,54,40.8,145,3,3,404,0,181,0,116,100.1298865, pc_20251113_104827_591.laz,100.2047554, 20251113-104827.663534,1.763E+18
104827.7689,100.2039919, 20251113-10:48:27-750000,35.93919651,126.5488802,7.14,4,0.8,371394713.1,159295264,272.742,100.2265208,429.05,7335.57,-1711.01,29.553,-105.002,18.818,86.844,173.7,0.204,1.41,100.2999003,1607,29.8,0,116.4,7.2,18,96.6,34.8,117.6,61.2,28.2,160,4,1,409,0,162,4,114,100.2295959, pc_20251113_104827_690.laz,100.3040539, 20251113-104827.762843,1.763E+18
104827.8686,100.3032654, 20251113-10:48:27-850000,35.93919641,126.5488798,7.1354,4,0.9,371394688.4,159295261.4,273.416,100.3265144,526.3,7637.87,-1584.81,29.32,-102.181,22.043,86.244,173.1,0.213,1.39,100.3991295,1613.5,31.85,0,108,6.6,19.2,101.4,52.2,129.6,72,27.6,170,5,5,407,2,130,0,113,100.3294313, pc_20251113_104827_790.laz,100.3989865, 20251113-104827.857754,1.763E+18
104827.9689,100.4031887, 20251113-10:48:27-950000,35.93919631,126.5488795,7.13,4,0.9,371394664.8,159295262.7,274.01,100.4264833,626.02,7901.16,-1476.53,28.99,-99.225,23.992,85.652,172.5,0.213,1.39,100.499325,1616.5,32.05,0,97.8,5.4,19.8,108,69.6,155.4,79.8,33.6,180,5,0,404,0,99,1,113,100.4293781, pc_20251113_104827_890.laz,100.5031392, 20251113-104827.961913,1.763E+18
104828.0693,100.503809, 20251113-10:48:28-050000,35.93919621,126.5488792,7.1306,4,1,371394641.2,159295259.6,274.625,100.5264904,720.02,8125.76,-1407.17,28.419,-96.164,24.596,85.114,171.9,0.223,1.337,100.5996898,1633,31.45,0,94.2,5.4,20.4,109.8,81.6,177,79.8,47.4,194,5,2,399,2,77,0,110,100.529437, pc_20251113_104827_990.laz,100.6082106, 20251113-104828.066974,1.763E+18
104828.1682,100.6044524, 20251113-10:48:28-150000,35.93919613,126.548879,7.1364,4,1.1,371394622.7,159295255.2,275.201,100.6264585,803.25,8327.32,-1374.41,27.681,-93.117,24.751,84.665,171.5,0.216,1.353,100.6991724,1645.5,31.55,0,97.2,4.2,21,114.6,87,187.8,79.8,60.6,208,6,1,273,3,7,9,112,100.62929, pc_20251113_104828_090.laz,100.7054568, 20251113-104828.164199,1.763E+18
104828.2686,100.7044496, 20251113-10:48:28-250000,35.9391961,126.5488787,7.1405,4,1.3,371394609.7,159295254.5,275.595,100.7264722,885.89,8511.72,-1374.79,26.753,-90.105,24.753,84.233,171,0.189,1.41,100.7999255,1645,31.5,0,108,3,21,120,87.6,192.6,81.6,66.6,206,2,5,245,3,2,0,112,100.7290352, pc_20251113_104828_190.laz,100.8022459, 20251113-104828.260977,1.763E+18
104828.3684,100.8041255, 20251113-10:48:28-350000,35.93919609,126.5488785,7.1414,4,1.4,371394598.9,159295251.5,275.965,100.8265588,967.96,8682.75,-1397.45,25.652,-87.14,24.721,83.813,170.6,0.169,1.448,100.8995465,1644,29.3,0,124.2,2.4,20.4,127.2,85.2,195,82.2,69,207,0,1,245,4,3,2,108,100.8301965, pc_20251113_104828_291.laz,100.9025748, 20251113-104828.361305,1.763E+18
104828.4685,100.9038476, 20251113-10:48:28-450000,35.93919608,126.5488783,7.1431,4,1.5,371394588.5,159295248.2,276.365,100.9265181,1045.58,8840.23,-1427.95,24.521,-84.288,24.692,83.429,170.2,0.138,1.487,100.9995408,1642.5,30.2,0,138.6,2.4,19.8,135.6,82.8,196.8,81.6,70.8,209,2,0,241,4,0,1,105,100.9293299, pc_20251113_104828_390.laz,101.0036427, 20251113-104828.462431,1.763E+18
104828.5686,101.0036906, 20251113-10:48:28-550000,35.93919607,126.5488781,7.1507,4,1.5,371394579.1,159295244.7,276.722,101.026503,1118.91,8989.2,-1451.17,23.485,-81.515,24.663,83.08,169.9,0.109,1.563,101.0995616,1639,29.75,0,146.4,2.4,19.8,142.2,81.6,196.8,81,70.8,208,2,2,233,4,2,5,103,101.0297587, pc_20251113_104828_490.laz,101.1012272, 20251113-104828.559992,1.763E+18
104828.6686,101.1041373, 20251113-10:48:28-650000,35.93919604,126.5488779,7.1538,4,1.6,371394567.1,159295243.4,277.034,101.126519,1190.23,9133.32,-1458.39,22.47,-78.781,24.638,82.747,169.5,0.111,1.559,101.199058,1640.5,30.15,0,147,3,20.4,144.6,81,196.8,80.4,69.6,210,0,0,215,80,8,6,96,101.1300934, pc_20251113_104828_591.laz,101.2009258, 20251113-104828.659684,1.763E+18
104828.7687,101.204109, 20251113-10:48:28-750000,35.93919599,126.5488777,7.1464,4,1.8,371394554.1,159295242.2,277.335,101.2265864,1258.3,9273.72,-1449.94,21.519,-76.075,24.635,82.441,169.2,0.119,1.533,101.2996219,1652,30.35,0,141,3.6,24,142.2,84.6,196.8,81,59.4,212,4,3,193,104,6,3,83,101.2307731, pc_20251113_104828_691.laz,101.3041134, 20251113-104828.762909,1.763E+18
104828.8684,101.3033665, 20251113-10:48:28-850000,35.93919594,126.5488776,7.1422,4,1.9,371394541.9,159295241.1,277.684,101.3264956,1321.01,9407.35,-1433.43,20.636,-73.426,24.611,82.172,168.9,0.126,1.519,101.3992377,1657,29.8,0,129,4.2,31.8,130.8,97.2,207.6,77.4,28.8,202,4,0,180,112,4,0,73,101.3299859, pc_20251113_104828_791.laz,101.402416, 20251113-104828.861207,1.763E+18
104828.9683,101.4032636, 20251113-10:48:28-950000,35.93919591,126.5488774,7.1422,4,2,371394533.8,159295239.2,277.939,101.4264765,1368.22,9497.66,-1448.27,19.867,-71.321,23.898,81.965,168.7,0.135,1.498,101.4993081,1645,27.35,0,115.8,3,34.2,130.2,112.8,231.6,99,13.8,196,4,2,174,116,2,5,61,101.4301591, pc_20251113_104828_891.laz,101.5002706, 20251113-104828.959070,1.763E+18
104829.0691,101.504093, 20251113-10:48:29-050000,35.93919589,126.5488773,7.1413,4,2,371394527.9,159295237.5,278.129,101.5265047,1402.37,9554.54,-1502.44,19.05,-69.691,22.922,81.806,168.5,0.167,1.448,101.5994782,1637.5,22.5,0,113.4,2.4,34.8,132.6,124.8,252.6,130.2,7.8,193,3,0,170,121,6,0,42,101.5304769, pc_20251113_104828_991.laz,101.603147, 20251113-104829.061926,1.763E+18
104829.1682,101.6042017, 20251113-10:48:29-150000,35.93919587,126.5488773,7.1347,4,1.1,371394523.6,159295236,278.252,101.6265256,1414.01,9595.85,-1587.84,18.168,-68.32,21.995,81.769,168.5,0.181,1.431,101.6995409,1632,19.25,0,120.6,1.8,34.8,138.6,128.4,259.8,142.8,6,178,2,1,168,120,1,2,7,101.6298481, pc_20251113_104829_091.laz,101.6996202, 20251113-104829.158389,1.763E+18
104829.2683,101.7045561, 20251113-10:48:29-250000,35.93919588,126.5488773,7.1346,4,1.3,371394524.9,159295237.5,278.268,101.7265439,1417.25,9627.13,-1694.25,17.295,-67.056,21.002,81.78,168.5,0.146,1.496,101.79932,1623,18.3,0,140.4,1.2,32.4,146.4,126,263.4,136.2,12,166,1,1,166,119,2,0,1,101.7306655, pc_20251113_104829_192.laz,101.8016932, 20251113-104829.260455,1.763E+18
104829.3687,101.8044572, 20251113-10:48:29-350000,35.93919592,126.5488773,7.1438,4,1.4,371394531.3,159295235.1,278.211,101.8265185,1410.51,9647.07,-1807.28,16.5,-65.95,19.839,81.844,168.5,0.092,1.588,101.8993421,1609.5,17.15,0,159.6,1.8,30,156,123,265.8,99.6,37.2,160,2,0,157,118,3,2,1,101.8294112, pc_20251113_104829_290.laz,101.9044986, 20251113-104829.363217,1.763E+18
104829.4689,101.9042206, 20251113-10:48:29-450000,35.93919597,126.5488774,7.151,4,1.5,371394539.9,159295231.1,278.157,101.9266515,1389.79,9667.36,-1900.4,15.832,-64.947,18.773,81.985,168.6,0.058,1.667,101.9994789,1604,16.65,0,168,3,31.8,160.8,119.4,263.4,78,52.8,147,2,1,128,117,0,2,4,101.9301744, pc_20251113_104829_391.laz,102.0014756, 20251113-104829.460242,1.763E+18
104829.5683,102.0041263, 20251113-10:48:29-550000,35.93919602,126.5488774,7.157,4,1.5,371394549.4,159295231.8,277.994,102.0265368,1366.4,9691.15,-1960.19,15.31,-64.031,17.861,82.142,168.7,0.045,1.687,102.0991811,1601.5,14.05,0,165.6,3,36,157.8,113.4,252,63,63,130,3,0,92,116,3,5,4,102.03005, pc_20251113_104829_491.laz,102.1017258, 20251113-104829.560506,1.763E+18
104829.6683,102.1041025, 20251113-10:48:29-650000,35.93919603,126.5488775,7.1584,4,1.6,371394555.1,159295233.4,277.855,102.126562,1339.83,9705.86,-1995.55,14.98,-63.478,17.22,82.307,168.9,0.048,1.666,102.1992541,1598.5,10.2,0,159,3.6,36.6,153.6,104.4,231.6,42.6,77.4,116,3,5,22,115,0,8,10,102.1300046, pc_20251113_104829_591.laz,102.2013996, 20251113-104829.660187,1.763E+18
104829.7686,102.2040854, 20251113-10:48:29-750000,35.939196,126.5488776,7.1522,4,0.8,371394554.9,159295237.5,277.691,102.2265278,1319.7,9704.41,-2020.15,14.796,-63.314,16.68,82.416,169,0.087,1.599,102.2991997,1593.5,7.7,0,148.2,3,34.8,150.6,93.6,208.8,33,83.4,87,0,1,16,112,6,5,10,102.2298828, pc_20251113_104829_691.laz,102.299571, 20251113-104829.758349,1.763E+18
104829.8684,102.3041068, 20251113-10:48:29-850000,35.93919596,126.5488777,7.1471,4,0.9,371394552.1,159295238.7,277.605,102.326617,1301.84,9695.31,-2041.8,14.69,-63.319,16.161,82.509,169.1,0.103,1.535,102.3996733,1519.5,0,0,144,2.4,34.8,148.8,81.6,186.6,31.8,83.4,17,1,2,9,112,6,7,7,102.3302062, pc_20251113_104829_791.laz,102.4033284, 20251113-104829.862095,1.763E+18
104829.9685,102.4046308, 20251113-10:48:29-950000,35.93919596,126.5488778,7.148,4,0.9,371394554,159295240.2,277.519,102.4264961,1289.65,9685.22,-2063.93,14.673,-63.335,15.684,82.573,169.2,0.101,1.565,102.4988497,1524.5,4.45,0,145.2,2.4,34.2,148.2,72,171.6,41.4,75,9,3,16,5,96,1,16,2,102.4297641, pc_20251113_104829_891.laz,102.4791627, 20251113-104829.937918,1.763E+18
104830.0688,102.5044978, 20251113-10:48:30-050000,35.93919599,126.5488778,7.1529,4,1,371394557.6,159295240.3,277.472,102.5265109,1289.17,9675.84,-2081.61,14.663,-63.34,15.277,82.571,169.2,0.085,1.592,102.5994113,1560.5,9.3,0,148.2,3,33.6,148.2,66,162.6,52.2,64.8,14,47,67,4,89,7,67,5,102.5295836, pc_20251113_104829_991.laz,102.601635, 20251113-104830.060391,1.763E+18
104830.1687,102.6044952, 20251113-10:48:30-150000,35.939196,126.5488777,7.1538,4,1.1,371394558.7,159295238,277.47,102.626504,1287.53,9671.94,-2088.26,14.635,-63.348,15.106,82.575,169.2,0.098,1.573,102.6993214,1557,5.05,0,148.2,3,33,148.2,64.2,158.4,55.8,60.6,8,95,109,12,85,4,59,3,102.6296162, pc_20251113_104830_090.laz,102.7023011, 20251113-104830.161069,1.763E+18
104830.2685,102.704607, 20251113-10:48:30-250000,35.93919599,126.5488777,7.1526,4,1.3,371394557.5,159295239.7,277.501,102.7265716,1287.85,9672.13,-2085.41,14.651,-63.354,15.1,82.573,169.2,0.099,1.569,102.7991854,1542,5.1,0,145.8,4.8,33.6,145.2,64.8,157.2,56.4,58.2,4,118,146,20,76,5,20,8,102.7305008, pc_20251113_104830_191.laz,102.802918, 20251113-104830.261699,1.763E+18
104830.3687,102.8042714, 20251113-10:48:30-350000,35.93919598,126.5488777,7.1517,4,1.4,371394555.7,159295240.7,277.492,102.8265198,1291.34,9672.73,-2078.8,14.679,-63.353,15.07,82.552,169.2,0.105,1.553,102.898843,1550,12.05,0,145.2,5.4,35.4,142.8,65.4,157.8,56.4,56.4,5,131,162,15,68,0,4,6,102.829873, pc_20251113_104830_291.laz,102.9009989, 20251113-104830.359736,1.763E+18
104830.4682,102.9042119, 20251113-10:48:30-450000,35.93919597,126.5488777,7.1516,4,1.5,371394554.2,159295240.9,277.5,102.9265206,1292.3,9670.69,-2073.59,14.737,-63.421,15.084,82.544,169.1,0.11,1.557,102.9993471,1549,9.55,0,140.4,4.2,39.6,145.2,66,157.8,55.8,55.2,4,145,173,12,53,4,5,6,102.9292857, pc_20251113_104830_390.laz,103.0022187, 20251113-104830.460998,1.763E+18
104830.5683,103.0036139, 20251113-10:48:30-550000,35.93919597,126.5488777,7.1542,4,1.5,371394554.6,159295241.3,277.518,103.0265077,1293.11,9658.8,-2075.31,14.807,-63.659,15.089,82.531,169.1,0.11,1.551,103.1003138,1547,9.75,0,138,3.6,42.6,150,66.6,157.8,55.2,54.6,1,148,184,9,35,0,6,5,103.0294748, pc_20251113_104830_490.laz,103.1023851, 20251113-104830.561154,1.763E+18
104830.6684,103.1040632, 20251113-10:48:30-650000,35.93919596,126.5488777,7.1514,4,1.6,371394552.8,159295241.8,277.529,103.1265124,1294.2,9639.82,-2087.41,14.833,-63.988,15.072,82.507,169.1,0.125,1.526,103.1993639,1539,12.05,0,139.8,3.6,45,150.6,66.6,157.8,54.6,53.4,0,153,190,8,15,2,6,5,103.1304369, pc_20251113_104830_591.laz,103.20529, 20251113-104830.664080,1.763E+18
104830.7685,103.2039792, 20251113-10:48:30-750000,35.93919596,126.5488777,7.1493,4,1.8,371394552.4,159295242,277.542,103.2265015,1292.06,9610.33,-2108.42,14.937,-64.508,15.086,82.5,169.1,0.107,1.566,103.2995225,1534,15.85,0,144.6,4.2,46.8,153,66.6,157.8,53.4,52.8,6,152,197,6,8,4,7,4,103.2294342, pc_20251113_104830_690.laz,103.3026562, 20251113-104830.761412,1.763E+18
104830.8684,103.3032771, 20251113-10:48:30-850000,35.93919598,126.5488777,7.1515,4,1.9,371394553.7,159295241.6,277.554,103.3264981,1289.65,9563.5,-2138.45,15.064,-65.323,15.066,82.478,169.1,0.101,1.573,103.3997081,1527,22.3,0,151.8,4.8,48.6,162,64.8,157.8,52.8,52.2,10,157,205,5,3,0,2,2,103.3291927, pc_20251113_104830_790.laz,103.4029499, 20251113-104830.861696,1.763E+18
104830.9686,103.4039104, 20251113-10:48:30-950000,35.93919598,126.5488777,7.152,4,2,371394553.6,159295240.8,277.577,103.4266402,1285.07,9504.07,-2167.93,15.28,-66.389,15.069,82.459,169.1,0.098,1.583,103.499424,1544.5,27.8,0,153,6,54.6,172.8,64.2,158.4,51.6,51,4,164,208,6,2,2,5,0,103.4296917, pc_20251113_104830_890.laz,103.5015307, 20251113-104830.960246,1.763E+18
104831.0686,103.504085, 20251113-10:48:31-050000,35.93919597,126.5488777,7.151,4,2,371394552.8,159295241,277.592,103.5265261,1276.71,9440.81,-2188.87,15.559,-67.559,15.072,82.457,169.1,0.107,1.572,103.5993805,1560.5,28.9,0,149.4,6.6,60,180,64.8,158.4,51,50.4,2,167,218,6,6,1,0,3,103.5296897, pc_20251113_104830_990.laz,103.602329, 20251113-104831.061111,1.763E+18
104831.1686,103.6038974, 20251113-10:48:31-150000,35.93919597,126.5488777,7.1483,4,1.1,371394552,159295242,277.583,103.6265514,1269.07,9372.57,-2205.75,15.884,-68.816,15.071,82.448,169.1,0.11,1.555,103.6996261,1572,30.7,0,145.2,6.6,63.6,183.6,64.8,158.4,50.4,49.8,0,173,220,5,3,0,0,0,103.6294309, pc_20251113_104831_090.laz,103.7012626, 20251113-104831.160019,1.763E+18
104831.2682,103.7043263, 20251113-10:48:31-250000,35.93919595,126.5488777,7.1466,4,1.3,371394549.7,159295241.9,277.586,103.7265258,1261.35,9297.83,-2224.28,16.241,-70.17,15.087,82.434,169.1,0.112,1.555,103.7992272,1583,29.9,0,143.4,6.6,67.2,182.4,67.8,157.2,49.8,49.2,1,172,225,4,3,2,1,3,103.7295377, pc_20251113_104831_190.laz,103.7979041, 20251113-104831.256678,1.763E+18
104831.3686,103.8037487, 20251113-10:48:31-350000,35.93919596,126.5488777,7.1457,4,1.4,371394549.8,159295241.6,277.598,103.8265533,1252.54,9218.8,-2243.09,16.604,-71.576,15.101,82.424,169.1,0.109,1.551,103.8990741,1589.5,30,0,140.4,6.6,67.8,178.2,69.6,156.6,49.2,48.6,0,175,228,3,1,1,2,2,103.8317484, pc_20251113_104831_293.laz,103.9026665, 20251113-104831.361451,1.763E+18
104831.4699,103.903738, 20251113-10:48:31-450000,35.93919596,126.5488777,7.1457,4,1.5,371394550.2,159295241.2,277.618,103.9265219,1242.28,9133.27,-2261.49,16.994,-73.082,15.136,82.417,169.1,0.111,1.549,103.9999377,1600.5,31.15,0,138,7.2,68.4,170.4,72,156,48.6,48,0,175,233,3,1,2,2,2,103.9297265, pc_20251113_104831_391.laz,104.0027865, 20251113-104831.461570,1.763E+18
104831.5688,104.0034385, 20251113-10:48:31-550000,35.93919595,126.5488777,7.1462,4,1.5,371394549.3,159295241.1,277.63,104.0265208,1229.83,9043.87,-2275.96,17.42,-74.633,15.119,82.418,169.1,0.119,1.544,104.0988038,1615.5,30.15,0,133.8,7.2,68.4,161.4,73.8,155.4,48,47.4,0,178,239,2,4,0,1,1,104.0296204, pc_20251113_104831_490.laz,104.1020823, 20251113-104831.560804,1.763E+18
104831.6685,104.1034387, 20251113-10:48:31-650000,35.93919595,126.5488777,7.1445,4,1.6,371394548.4,159295242.1,277.646,104.1265063,1218.03,8948.65,-2288.33,17.867,-76.26,15.105,82.413,169.1,0.118,1.53,104.2002516,1627.5,30.4,0,131.4,7.2,68.4,152.4,76.8,154.2,47.4,46.8,1,180,237,1,2,2,2,4,104.1293389, pc_20251113_104831_590.laz,104.2015518, 20251113-104831.660309,1.763E+18
104831.7696,104.2034433, 20251113-10:48:31-750000,35.93919594,126.5488777,7.1436,4,0.8,371394548.2,159295241.4,277.652,104.2265469,1204.43,8848.29,-2301.45,18.32,-77.949,15.121,82.411,169.1,0.13,1.524,104.2996497,1642.5,31.7,0,129,7.2,69,145.8,81,152.4,46.8,46.2,9,181,242,3,2,0,3,2,104.2298679, pc_20251113_104831_691.laz,104.3027572, 20251113-104831.761554,1.763E+18
104831.8692,104.3041345, 20251113-10:48:31-850000,35.93919594,126.5488777,7.1473,4,0.9,371394548.3,159295241.5,277.663,104.3265184,1187.08,8748.27,-2310.15,18.777,-79.668,15.277,82.436,169.1,0.131,1.514,104.3995606,1651.5,30.5,0,127.2,8.4,78,136.2,90.6,149.4,46.2,45.6,7,183,238,4,1,5,3,2,104.3301902, pc_20251113_104831_791.laz,104.4012336, 20251113-104831.860001,1.763E+18
104831.969,104.40392, 20251113-10:48:31-950000,35.93919595,126.5488777,7.1489,4,0.9,371394550,159295241.7,277.634,104.4265272,1172.2,8663.27,-2297.61,19.333,-81.141,15.251,82.461,169.1,0.127,1.522,104.4994909,1654,31.2,0,120,9,78.6,131.4,90.6,149.4,46.2,45,0,186,248,3,0,0,2,0,104.4291657, pc_20251113_104831_890.laz,104.5041259, 20251113-104831.962915,1.763E+18
104832.0688,104.503907, 20251113-10:48:32-050000,35.93919595,126.5488777,7.151,4,1,371394550.7,159295242.2,277.597,104.5265022,1158.56,8563.52,-2279.82,19.994,-82.835,15.189,82.467,169.1,0.115,1.535,104.5994065,1646.5,30.45,0,116.4,9,75,130.8,87,150,45,44.4,0,187,244,2,2,2,3,0,104.5290999, pc_20251113_104831_990.laz,104.6034246, 20251113-104832.062207,1.763E+18
