ts(Global),ts(GNSS),ts(GNSS time),LLH(latitude),LLH(longitude),LLH(altitude),GNSS_qual,GNSS_age,TM(north),TM(east),Heading(GPS),ts(bucket - MC),bucket_x,bucket_y,bucket_z,slope_boom,slope_arm,slope_bucket,swing_angle,track_angle,body_roll,body_pitch,ts(Engine),rpm,fuel_consumption_rate,ts(pressure),p_boom_up,p_boom_down,p_arm_in,p_arm_out,p_bkt_in,p_bkt_out,p_swing_left,p_swing_right,p_pilot_boom_up,p_pilot_boom_down,p_pilot_arm_in,p_pilot_arm_out,p_pilot_bkt_in,p_pilot_bkt_out,p_pilot_swing_left,p_pilot_swing_right,ts(pc),laz_file_name,ts(svo_cam),ts_svo_cam,svo_timestamp,Unnamed: 47,dx,dy,dz,pred_p_pilot_boom_up,pred_p_pilot_boom_down,pred_p_pilot_arm_in,pred_p_pilot_arm_out,pred_p_pilot_bkt_in,pred_p_pilot_bkt_out,pred_p_pilot_swing_left,pred_p_pilot_swing_right,pred_boom_duty,pred_arm_duty,pred_bucket_duty,pred_swing_duty,goal_bucket_x,goal_bucket_y,goal_bucket_z
153753.5715,21.14430409, 20260303-15:37:53-550000,35.93917023,126.5488734,6.7726,4,1.5,371391957.5,159294215,264.322,21.18094143,-972.84,10065.38,-2064.36,11.573,-52.867,6.262,95.714,5.5,-0.122,0.935,21.19565823,1579.5,26.5,0,137.4,5.4,54,182.4,34.2,94.8,3.6,3,190,9,206,3,1,3,6,3,21.1838644, pc_20260303_153753_556.laz,21.17922073, 20260303-153753.549259,1.77252E+18,,6.15,-58.42,-15.31,59.91524919,10.25624112,63.92722051,9.513512597,10.75490469,9.603042506,10.52113499,9.941056939,59.91524919,-63.92722051,-10.75490469,10.52113499,-594.29,6284.5,-2017.37
153753.6714,21.24402994, 20260303-15:37:53-650000,35.93917023,126.5488734,6.7725,4,1.6,371391957.1,159294215.3,264.32,21.28100117,-966.88,10003.36,-2085.82,11.971,-54.217,6.256,95.715,5.5,-0.119,0.936,21.29440677,1585.5,25.55,0,142.2,6,55.2,187.2,34.2,94.8,3.6,3,188,1,201,3,3,1,4,3,21.28475785, pc_20260303_153753_657.laz,21.2795727, 20260303-153753.649619,1.77252E+18,,5.96,-62.02,-21.46,59.48661608,10.34015712,63.58461268,9.441371767,11.07497545,9.501799253,10.43539036,10.02943286,59.48661608,-63.58461268,-11.07497545,10.43539036,-594.29,6284.5,-2017.37
153753.7715,21.34335687, 20260303-15:37:53-750000,35.93917023,126.5488734,6.7734,4,1.8,371391957.5,159294215.7,264.339,21.38103453,-960.44,9940.01,-2108.06,12.359,-55.558,6.248,95.715,5.5,-0.122,0.941,21.39544907,1588,25.45,0,147,6,56.4,192,33.6,94.8,4.2,3,191,0,203,4,4,6,3,5,21.38420158, pc_20260303_153753_756.laz,21.38128277, 20260303-153753.751311,1.77252E+18,,6.44,-63.35,-22.24,59.10524377,10.06390523,63.03137609,9.271605971,11.10574263,9.370347099,10.40114667,10.11892905,59.10524377,-63.03137609,-11.10574263,10.40114667,-594.29,6284.5,-2017.37
153753.8718,21.4439886, 20260303-15:37:53-850000,35.93917024,126.5488734,6.7726,4,1.9,371391958,159294216.4,264.34,21.48102922,-954.29,9877.41,-2126.35,12.755,-56.871,6.246,95.715,5.5,-0.12,0.947,21.49512538,1584.5,25.65,0,150,5.4,57.6,195,33.6,94.8,4.2,3,199,5,207,2,3,1,3,3,21.48388541, pc_20260303_153753_856.laz,21.48030661, 20260303-153753.850325,1.77252E+18,,6.15,-62.6,-18.29,60.32827156,10.17386279,62.95880157,9.312277772,11.2094499,9.450680072,10.4524481,10.17702299,60.32827156,-62.95880157,-11.2094499,10.4524481,-594.29,6284.5,-2017.37
153753.9715,21.54359642, 20260303-15:37:53-950000,35.93917023,126.5488734,6.7722,4,2,371391956.9,159294217.2,264.316,21.58092886,-948.04,9816,-2138.38,13.17,-58.158,6.247,95.715,5.5,-0.119,0.951,21.59484015,1584,25,0,150.6,5.4,58.2,195.6,33.6,95.4,4.2,3,204,2,204,4,2,3,5,3,21.58400193, pc_20260303_153753_956.laz,21.57940278, 20260303-153753.949443,1.77252E+18,,6.25,-61.41,-12.03,61.47531173,10.16680169,62.98103882,9.374797094,11.16025576,9.534761104,10.49731921,10.24889168,61.47531173,-62.98103882,-11.16025576,10.49731921,-594.29,6284.5,-2017.37
153754.0717,21.64471601, 20260303-15:37:54-050000,35.93917023,126.5488734,6.7725,4,2,371391956.5,159294217.7,264.313,21.68102219,-941.16,9756.31,-2144.36,13.588,-59.409,6.245,95.71,5.5,-0.121,0.939,21.69504435,1586.5,25.75,0,150,5.4,58.8,194.4,33.6,95.4,4.2,3.6,202,1,203,4,3,1,7,4,21.68411691, pc_20260303_153754_056.laz,21.68187482, 20260303-153754.051912,1.77252E+18,,6.88,-59.69,-5.98,61.84278219,10.13076333,63.54379786,9.502600555,11.1130507,9.62603185,10.50188885,10.36089544,61.84278219,-63.54379786,-11.1130507,10.50188885,-594.29,6284.5,-2017.37
153754.1715,21.74390955, 20260303-15:37:54-150000,35.93917023,126.5488735,6.7708,4,2.2,371391957.4,159294218.8,264.293,21.78094187,-935.25,9697.58,-2145.66,14.04,-60.637,6.248,95.71,5.5,-0.123,0.946,21.79503491,1583,25.15,0,148.2,5.4,58.8,192,33.6,95.4,4.2,3.6,204,5,204,6,5,2,0,7,21.78454901, pc_20260303_153754_157.laz,21.77967152, 20260303-153754.149715,1.77252E+18,,5.91,-58.73,-1.3,61.6005328,10.0115963,62.55717156,9.519776757,10.85680301,9.6125231,10.53467046,10.24876923,61.6005328,-62.55717156,-10.85680301,10.53467046,-594.29,6284.5,-2017.37
153754.2717,21.84423116, 20260303-15:37:54-250000,35.93917023,126.5488735,6.7695,4,1.3,371391956.6,159294219.8,264.313,21.88093969,-928.97,9638.86,-2143.67,14.496,-61.856,6.25,95.708,5.5,-0.125,0.943,21.89573804,1587,25.15,0,146.4,5.4,58.8,189.6,33.6,95.4,4.2,3.6,203,2,201,1,1,3,1,2,21.88442765, pc_20260303_153754_256.laz,21.879323, 20260303-153754.249355,1.77252E+18,,6.28,-58.72,1.99,61.23119411,9.919729718,62.56931587,9.385463023,10.66524799,9.605179135,10.51341812,10.20214626,61.23119411,-62.56931587,-10.66524799,10.51341812,-594.29,6284.5,-2017.37
153754.3715,21.94322476, 20260303-15:37:54-350000,35.93917024,126.5488735,6.7696,4,1.4,371391958.3,159294219.3,264.297,21.98094319,-923.3,9580.18,-2141.85,14.938,-63.05,6.25,95.709,5.5,-0.124,0.94,21.9943338,1585.5,25.6,0,144.6,5.4,59.4,187.2,33.6,95.4,4.2,3.6,200,0,198,3,1,0,4,1,21.98383297, pc_20260303_153754_356.laz,21.98015045, 20260303-153754.350182,1.77252E+18,,5.67,-58.68,1.82,60.61152317,9.980772482,61.92095798,9.385562395,10.68862419,9.653663437,10.45867923,10.1674181,60.61152317,-61.92095798,-10.68862419,10.45867923,-594.29,6284.5,-2017.37
153754.4715,22.04429187, 20260303-15:37:54-450000,35.93917025,126.5488735,6.7695,4,1.5,371391958.8,159294220.3,264.296,22.0809754,-917.35,9519.91,-2139.22,15.391,-64.258,6.252,95.709,5.5,-0.122,0.941,22.09579711,1584,25.05,0,144,4.8,59.4,186,33.6,95.4,4.2,3.6,202,4,203,3,3,5,2,5,22.08420521, pc_20260303_153754_457.laz,22.08150937, 20260303-153754.451550,1.77252E+18,,5.95,-60.27,2.63,60.79221978,10.08709186,62.31797545,9.564391874,10.78178907,9.681581002,10.46076475,10.10936952,60.79221978,-62.31797545,-10.78178907,10.46076475,-594.29,6284.5,-2017.37
153754.5715,22.14418494, 20260303-15:37:54-550000,35.93917024,126.5488735,6.7703,4,1.5,371391958.3,159294220.1,264.317,22.18097281,-911.45,9459.51,-2135.42,15.834,-65.452,6.251,95.71,5.5,-0.123,0.934,22.19494498,1587,25.1,0,144,4.8,59.4,185.4,33.6,95.4,4.2,3.6,199,2,201,2,2,1,1,2,22.1842184, pc_20260303_153754_556.laz,22.18168064, 20260303-153754.551674,1.77252E+18,,5.9,-60.4,3.8,60.11151257,10.06088082,62.07044038,9.411628709,10.69486564,9.684805597,10.40415989,10.09879495,60.11151257,-62.07044038,-10.69486564,10.40415989,-594.29,6284.5,-2017.37
153754.6714,22.24395138, 20260303-15:37:54-650000,35.93917024,126.5488735,6.7699,4,1.6,371391957.9,159294220.1,264.305,22.2809444,-905.2,9398.1,-2131.64,16.272,-66.651,6.268,95.71,5.5,-0.126,0.925,22.29522803,1585,25.55,0,144.6,5.4,59.4,184.8,33.6,95.4,4.2,3.6,197,1,201,2,3,0,6,3,22.28391383, pc_20260303_153754_656.laz,22.27970541, 20260303-153754.649704,1.77252E+18,,6.25,-61.41,3.78,59.1762586,9.998875785,62.32436017,9.271419272,10.61120108,9.697787873,10.33822069,10.10105843,59.1762586,-62.32436017,-10.61120108,10.33822069,-594.29,6284.5,-2017.37
153754.7715,22.3432165, 20260303-15:37:54-750000,35.93917025,126.5488735,6.7718,4,1.8,371391959.1,159294219.2,264.289,22.38094808,-899.33,9336.57,-2126.06,16.736,-67.831,6.257,95.712,5.5,-0.126,0.938,22.39499161,1583.5,25.05,0,144.6,5.4,60,184.8,33.6,95.4,4.2,3.6,197,5,203,2,0,5,3,7,22.38398812, pc_20260303_153754_756.laz,22.37960099, 20260303-153754.749627,1.77252E+18,,5.87,-61.53,5.58,58.78762766,9.985866691,61.41699656,9.271250641,10.401291,9.676113403,10.34951307,9.921681043,58.78762766,-61.41699656,-10.401291,10.34951307,-594.29,6284.5,-2017.37
153754.8715,22.44379045, 20260303-15:37:54-850000,35.93917026,126.5488734,6.7727,4,1.9,371391959.8,159294218.1,264.267,22.4810079,-893.29,9274.97,-2119.93,17.175,-69,6.258,95.712,5.5,-0.123,0.93,22.49509075,1586.5,25.1,0,144,5.4,60.6,184.8,33.6,95.4,4.8,3.6,195,1,200,3,1,1,6,2,22.48436867, pc_20260303_153754_857.laz,22.47959952, 20260303-153754.849601,1.77252E+18,,6.04,-61.6,6.13,58.54149344,10.13042683,61.45145702,9.389810553,10.54581183,9.761612106,10.26891679,9.968839114,58.54149344,-61.45145702,-10.54581183,10.26891679,-594.29,6284.5,-2017.37
153754.9716,22.54371363, 20260303-15:37:54-950000,35.93917025,126.5488734,6.7744,4,2,371391959.5,159294218,264.288,22.58091976,-887.21,9212.44,-2112.74,17.625,-70.173,6.261,95.713,5.5,-0.125,0.929,22.59555044,1582,25.5,0,143.4,5.4,60.6,184.8,33.6,95.4,4.2,3.6,192,0,196,0,4,2,4,2,22.58373592, pc_20260303_153754_956.laz,22.57864768, 20260303-153754.948692,1.77252E+18,,6.08,-62.53,7.19,57.95051637,10.11909905,61.46185342,9.377405612,10.37802434,9.745322525,10.22791175,9.94118517,57.95051637,-61.46185342,-10.37802434,10.22791175,-594.29,6284.5,-2017.37
153755.0715,22.64467945, 20260303-15:37:55-050000,35.93917026,126.5488734,6.7761,4,2,371391960,159294218,264.274,22.68099137,-881.06,9149.77,-2104.55,18.077,-71.334,6.261,95.714,5.5,-0.125,0.931,22.69564212,1583.5,24.95,0,143.4,5.4,61.2,184.2,33.6,95.4,4.2,3.6,190,5,202,1,3,0,0,5,22.68442177, pc_20260303_153755_056.laz,22.67889773, 20260303-153755.048914,1.77252E+18,,6.15,-62.67,8.19,57.24383523,10.09486605,61.05801426,9.343602559,10.23227591,9.768873406,10.18282266,9.892107326,57.24383523,-61.05801426,-10.23227591,10.18282266,-594.29,6284.5,-2017.37
153755.1715,22.74372887, 20260303-15:37:55-150000,35.93917026,126.5488734,6.7767,4,1.1,371391959.7,159294216.9,264.267,22.78097152,-875.3,9086.38,-2096.94,18.516,-72.49,6.269,95.717,5.5,-0.123,0.929,22.79439437,1585,25.05,0,142.8,5.4,61.8,184.2,33.6,95.4,4.2,3.6,187,0,202,3,2,3,0,1,22.78372117, pc_20260303_153755_156.laz,22.78056111, 20260303-153755.150581,1.77252E+18,,5.76,-63.39,7.61,56.58620619,10.15124243,60.61223141,9.405933644,10.25228492,9.839895653,10.10841531,9.887575922,56.58620619,-60.61223141,-10.25228492,10.10841531,-594.29,6284.5,-2017.37
153755.2715,22.84349987, 20260303-15:37:55-250000,35.93917024,126.5488734,6.7752,4,1.3,371391958.6,159294217.2,264.268,22.88102975,-868.63,9022.59,-2088.35,18.967,-73.637,6.259,95.716,5.5,-0.126,0.936,22.89505612,1579.5,24.25,0,142.8,6,61.8,183.6,33.6,95.4,4.2,3.6,185,2,203,3,0,3,6,3,22.88569235, pc_20260303_153755_258.laz,22.87934085, 20260303-153755.249361,1.77252E+18,,6.67,-63.79,8.59,55.76531556,10.08872332,60.51247938,9.402250112,9.904907308,9.781284136,10.10003031,9.81888059,55.76531556,-60.51247938,-9.904907308,10.10003031,-594.29,6284.5,-2017.37
153755.3715,22.94427109, 20260303-15:37:55-350000,35.93917025,126.5488735,6.7774,4,1.4,371391959,159294218,264.312,22.98094309,-862.52,8958.02,-2079.74,19.399,-74.783,6.26,95.717,5.5,-0.123,0.93,22.99505366,1579.5,24.25,0,142.2,6,63,183.6,34.2,95.4,4.2,3.6,184,6,204,0,2,1,2,7,22.98416369, pc_20260303_153755_356.laz,22.97990663, 20260303-153755.349929,1.77252E+18,,6.11,-64.57,8.61,55.43865501,10.18812188,60.35436063,9.5331524,10.09834948,9.872158243,10.02621542,9.837579241,55.43865501,-60.35436063,-10.09834948,10.02621542,-594.29,6284.5,-2017.37
153755.4716,23.0440586, 20260303-15:37:55-450000,35.93917024,126.5488734,6.7772,4,1.5,371391958.4,159294217,264.315,23.08094315,-855.77,8889.57,-2072.15,19.842,-75.974,6.255,95.718,5.5,-0.124,0.929,23.09518182,1582.5,25.55,0,142.2,6.6,63.6,183,34.2,95.4,4.2,3.6,175,3,207,5,4,6,0,2,23.08425604, pc_20260303_153755_456.laz,23.08034165, 20260303-153755.450325,1.77252E+18,,6.75,-68.45,7.59,55.10524409,10.17233027,61.19215392,9.369947445,10.06647805,9.737146478,10.07527869,9.786130245,55.10524409,-61.19215392,-10.06647805,10.07527869,-594.29,6284.5,-2017.37
153755.5715,23.14417365, 20260303-15:37:55-550000,35.93917023,126.5488734,6.7776,4,1.5,371391957.3,159294217.4,264.343,23.18095639,-848.58,8818.01,-2065.49,20.296,-77.199,6.254,95.717,5.5,-0.122,0.939,23.19483928,1582,26.25,0,140.4,6.6,64.8,183,34.2,95.4,4.8,3.6,168,0,206,3,2,0,5,1,23.18422684, pc_20260303_153755_557.laz,23.18103508, 20260303-153755.551060,1.77252E+18,,7.19,-71.56,6.66,55.1340973,10.20202453,61.40832986,9.623358829,10.05063739,9.741263569,10.11878416,9.669361722,55.1340973,-61.40832986,-10.05063739,10.11878416,-594.29,6284.5,-2017.37
153755.6718,23.2441779, 20260303-15:37:55-650000,35.93917023,126.5488734,6.7767,4,1.6,371391956.8,159294217.4,264.311,23.28106088,-841.02,8742.04,-2063.02,20.701,-78.466,6.263,95.718,5.5,-0.122,0.919,23.29487474,1590,26.3,0,138,6.6,66.6,183.6,34.2,95.4,4.8,3.6,165,8,212,3,2,3,2,5,23.2843514, pc_20260303_153755_656.laz,23.28185011, 20260303-153755.651899,1.77252E+18,,7.56,-75.97,2.47,54.20081597,10.26401295,62.73037208,9.245900211,10.29639535,9.64379514,10.05015151,9.850083495,54.20081597,-62.73037208,-10.29639535,10.05015151,-594.29,6284.5,-2017.37
153755.7717,23.34401606, 20260303-15:37:55-750000,35.93917022,126.5488734,6.7756,4,0.8,371391956,159294217.7,264.321,23.38096335,-832.61,8661.05,-2064.68,21.106,-79.772,6.248,95.716,5.5,-0.124,0.915,23.39527625,1590,27,0,136.2,6.6,67.8,184.2,34.2,94.8,4.2,3.6,163,0,216,0,0,0,2,2,23.38395526, pc_20260303_153755_756.laz,23.37895655, 20260303-153755.748981,1.77252E+18,,8.41,-80.99,-1.66,53.15610552,10.23957037,63.90292582,9.201908481,10.12621943,9.543867993,9.952978774,9.932806342,53.15610552,-63.90292582,-10.12621943,9.952978774,-594.29,6284.5,-2017.37
153755.8714,23.44320907, 20260303-15:37:55-850000,35.93917022,126.5488734,6.7754,4,0.9,371391956.2,159294217,264.34,23.48096388,-823.78,8575.28,-2070.54,21.5,-81.125,6.247,95.716,5.5,-0.129,0.924,23.49524697,1587,26.75,0,137.4,6.6,69,185.4,34.2,95.4,4.8,3.6,165,2,214,2,2,3,5,2,23.48438906, pc_20260303_153755_856.laz,23.48214685, 20260303-153755.852182,1.77252E+18,,8.83,-85.77,-5.86,51.30077423,10.06857198,63.6537096,9.263224084,9.66756218,9.410071544,9.93091297,9.958374412,51.30077423,-63.6537096,-9.66756218,-9.958374412,-594.29,6284.5,-2017.37
153755.9715,23.54317462, 20260303-15:37:55-950000,35.93917022,126.5488734,6.7762,4,0.9,371391956,159294217.1,264.299,23.58096487,-814.45,8484.74,-2079.56,21.867,-82.518,6.242,95.714,5.5,-0.129,0.921,23.59491819,1593,27.6,0,139.2,6.6,69.6,186.6,34.2,95.4,4.2,3.6,162,5,215,2,4,2,0,5,23.58362803, pc_20260303_153755_956.laz,23.57601207, 20260303-153755.946054,1.77252E+18,,9.33,-90.54,-9.02,50.71927295,10.05212474,64.52834244,9.107163312,9.844863771,9.371590593,9.907509552,9.968310052,50.71927295,-64.52834244,-9.844863771,-9.968310052,-594.29,6284.5,-2017.37
153756.0714,23.64481346, 20260303-15:37:56-050000,35.93917023,126.5488734,6.7753,4,1,371391956.9,159294217.1,264.262,23.68096821,-804.95,8390.71,-2088.84,22.235,-83.946,6.248,95.714,5.5,-0.129,0.921,23.69542704,1595,29.65,0,140.4,6.6,70.2,187.2,34.2,95.4,4.2,3.6,158,3,218,1,1,0,1,1,23.68381562, pc_20260303_153756_056.laz,23.6806421, 20260303-153756.050639,1.77252E+18,,9.5,-94.03,-9.28,50.57622674,9.998680736,65.01283413,9.051274976,9.878038619,9.335259996,9.937605036,9.916279539,50.57622674,-65.01283413,-9.878038619,9.937605036,-594.29,6284.5,-2017.37
153756.1715,23.74352719, 20260303-15:37:56-150000,35.93917022,126.5488734,6.7721,4,1.1,371391955.6,159294217.1,264.272,23.78095125,-795.22,8293.14,-2097.94,22.608,-85.413,6.27,95.714,5.5,-0.131,0.925,23.7947578,1596,28.1,0,138.6,6.6,71.4,188.4,34.2,94.8,4.2,3.6,157,0,216,3,1,3,3,1,23.78369065, pc_20260303_153756_156.laz,23.78031844, 20260303-153756.150268,1.77252E+18,,9.73,-97.57,-9.1,50.15245378,9.872195864,65.19447678,9.056176558,9.567881067,9.228523095,9.992465842,9.854008441,50.15245378,-65.19447678,-9.567881067,9.992465842,-594.29,6284.5,-2017.37
153756.2714,23.84349356, 20260303-15:37:56-250000,35.93917022,126.5488734,6.77,4,1.3,371391956,159294217.6,264.31,23.880945,-784.87,8193.15,-2107.31,22.954,-86.878,6.25,95.712,5.5,-0.129,0.91,23.8952085,1602.5,29,0,136.8,7.2,72.6,188.4,34.8,95.4,4.8,4.2,154,6,216,0,4,0,0,3,23.88405506, pc_20260303_153756_256.laz,23.87977238, 20260303-153756.249783,1.77252E+18,,10.35,-99.99,-9.37,49.9507945,9.929180016,66.38795078,8.896628434,10.11617248,9.326613917,9.914139907,9.858681102,49.9507945,-66.38795078,-10.11617248,9.914139907,-594.29,6284.5,-2017.37
153756.3717,23.94409811, 20260303-15:37:56-350000,35.93917022,126.5488734,6.7673,4,1.4,371391956,159294218,264.303,23.9810309,-774.68,8090.17,-2117.41,23.304,-88.366,6.244,95.713,5.5,-0.13,0.911,23.9949348,1605,29.25,0,136.2,7.2,73.2,188.4,34.8,95.4,4.8,4.2,152,1,222,6,0,2,1,2,23.98454262, pc_20260303_153756_357.laz,23.97962649, 20260303-153756.349658,1.77252E+18,,10.19,-102.98,-10.1,49.32690631,9.840499125,66.27746248,8.77470482,10.14523632,9.283320907,9.946683808,9.783238514,49.32690631,-66.27746248,-10.14523632,9.946683808,-594.29,6284.5,-2017.37
153756.4716,24.04444924, 20260303-15:37:56-450000,35.93917022,126.5488735,6.7652,4,1.5,371391956.1,159294218.6,264.332,24.08096767,-764.09,7984.01,-2130.21,23.629,-89.868,6.239,95.713,5.5,-0.127,0.915,24.09570647,1603,28.8,0,136.8,7.2,73.8,188.4,34.8,95.4,4.8,4.2,153,2,220,0,1,0,3,0,24.0842101, pc_20260303_153756_456.laz,24.07908384, 20260303-153756.449097,1.77252E+18,,10.59,-106.16,-12.8,48.93258274,9.851121056,66.10181611,8.852990429,10.36856295,9.31847796,9.968607142,9.737488404,48.93258274,-66.10181611,-10.36856295,9.968607142,-594.29,6284.5,-2017.37
153756.5716,24.14386365, 20260303-15:37:56-550000,35.93917023,126.5488735,6.7663,4,1.5,371391956.9,159294218.7,264.308,24.18094724,-753.06,7875.51,-2143.09,23.934,-91.38,6.232,95.712,5.5,-0.127,0.91,24.19486856,1610,29,0,137.4,7.2,74.4,188.4,34.8,95.4,4.8,4.2,152,6,217,3,0,2,1,5,24.18407402, pc_20260303_153756_556.laz,24.17898246, 20260303-153756.549030,1.77252E+18,,11.03,-108.5,-12.88,48.49278144,9.791196539,66.40771183,8.730819655,10.45440277,9.305657833,9.959711012,9.72630509,48.49278144,-66.40771183,-10.45440277,9.959711012,-594.29,6284.5,-2017.37
153756.6715,24.2439526, 20260303-15:37:56-650000,35.93917024,126.5488735,6.7662,4,1.6,371391957.6,159294218.6,264.311,24.2809583,-741.74,7763.63,-2153.7,24.255,-92.933,6.247,95.711,5.5,-0.128,0.911,24.29462695,1610.5,29.3,0,137.4,7.2,74.4,188.4,34.8,95.4,4.8,4.2,147,0,220,1,1,0,3,0,24.28399272, pc_20260303_153756_656.laz,24.2779665, 20260303-153756.647968,1.77252E+18,,11.32,-111.88,-10.61,48.85597145,9.690441383,67.0655072,8.669645953,10.42345921,9.251495811,9.984581124,9.668468048,48.85597145,-67.0655072,-10.42345921,9.984581124,-594.29,6284.5,-2017.37
153756.7715,24.3436917, 20260303-15:37:56-750000,35.93917024,126.5488735,6.7667,4,0.8,371391957.6,159294218.4,264.338,24.38096458,-730.28,7650.07,-2163.3,24.581,-94.476,6.218,95.711,5.5,-0.131,0.924,24.39456384,1608.5,28.75,0,136.8,7.2,75,187.8,34.8,94.8,4.8,4.2,149,0,220,3,2,0,4,0,24.38430681, pc_20260303_153756_757.laz,24.38001514, 20260303-153756.750054,1.77252E+18,,11.46,-113.56,-9.6,48.58365175,9.487186017,66.2528522,8.503264702,9.938527275,9.061924691,10.11119787,9.608542844,48.58365175,-66.2528522,-9.938527275,10.11119787,-594.29,6284.5,-2017.37
153756.8716,24.44374945, 20260303-15:37:56-850000,35.93917024,126.5488735,6.7673,4,0.9,371391958.4,159294218.4,264.34,24.48095793,-718.99,7536.04,-2171.42,24.867,-96.017,6.217,95.711,5.5,-0.126,0.903,24.49492744,1614.5,29.15,0,136.2,7.2,76.2,186,34.8,95.4,4.8,4.2,156,5,217,1,4,3,1,2,24.48382443, pc_20260303_153756_856.laz,24.48060846, 20260303-153756.850637,1.77252E+18,,11.29,-114.03,-8.12,48.58550625,9.59939576,66.78837303,8.580033992,10.70759243,9.329468768,9.9652097,9.647920539,48.58550625,-66.78837303,-10.70759243,9.9652097,-594.29,6284.5,-2017.37
153756.9716,24.54349525, 20260303-15:37:56-950000,35.93917025,126.5488734,6.766,4,0.9,371391959.1,159294217.9,264.357,24.58095304,-707.08,7418.34,-2177.03,25.208,-97.594,6.207,95.712,5.5,-0.134,0.926,24.59545043,1616.5,28.65,0,136.2,7.2,75.6,184.2,34.8,95.4,4.8,4.2,164,0,220,0,2,2,1,1,24.5839114, pc_20260303_153756_956.laz,24.58065199, 20260303-153756.950687,1.77252E+18,,11.91,-117.7,-5.61,48.64210822,9.160781588,66.12265139,8.295545732,9.523833354,8.898785368,10.23500165,9.502887229,48.64210822,-66.12265139,-9.523833354,10.23500165,-594.29,6284.5,-2017.37
153757.0714,24.64469224, 20260303-15:37:57-050000,35.93917027,126.5488734,6.768,4,1,371391961,159294218.1,264.385,24.68095164,-695.48,7300.02,-2178.11,25.54,-99.181,6.213,95.713,5.5,-0.129,0.921,24.69594712,1615,28.35,0,138.6,6.6,74.4,180.6,35.4,95.4,4.8,4.2,172,2,222,1,2,0,4,0,24.68393644, pc_20260303_153757_056.laz,24.68145633, 20260303-153757.051498,1.77252E+18,,11.6,-118.32,-1.08,49.48729961,9.224556797,66.43817881,8.286073856,10.16647218,9.147100175,10.16886491,9.451626543,49.48729961,-66.43817881,-10.16647218,10.16886491,-594.29,6284.5,-2017.37
153757.1714,24.74333997, 20260303-15:37:57-150000,35.93917028,126.5488734,6.7729,4,1.1,371391962.3,159294217.5,264.35,24.78099231,-683.68,7182,-2170.53,25.919,-100.775,6.21,95.712,5.5,-0.127,0.908,24.79460487,1620.5,28.3,0,141.6,6.6,73.8,177,35.4,95.4,4.8,4.2,171,5,220,1,2,0,0,4,24.78377581, pc_20260303_153757_156.laz,24.78006073, 20260303-153757.150054,1.77252E+18,,11.8,-118.02,7.58,51.0230449,9.30111839,67.37583338,8.239469932,10.3181908,9.364890557,10.13340599,9.422999925,51.0230449,-67.37583338,-10.3181908,10.13340599,-594.29,6284.5,-2017.37
153757.2715,24.84451968, 20260303-15:37:57-250000,35.93917027,126.5488735,6.7718,4,1.3,371391961.4,159294218.6,264.341,24.88096876,-672.01,7062.56,-2153.73,26.366,-102.404,6.207,95.714,5.5,-0.126,0.897,24.89580689,1622.5,28.6,0,140.4,7.2,72,174.6,35.4,95.4,4.8,4.2,171,0,223,1,2,2,0,4,24.88386842, pc_20260303_153757_256.laz,24.8786573, 20260303-153757.248687,1.77252E+18,,11.67,-119.44,16.8,52.42161793,9.424055444,67.89704931,8.42116677,10.00044844,9.520107598,10.1454849,9.347652913,52.42161793,-67.89704931,-10.00044844,10.1454849,-594.29,6284.5,-2017.37
153757.3714,24.94348741, 20260303-15:37:57-350000,35.93917028,126.5488734,6.7691,4,1.4,371391961.9,159294217.2,264.307,24.98097506,-659.96,6942.53,-2131.06,26.874,-104.048,6.209,95.714,5.5,-0.13,0.912,24.99467216,1619,28.6,0,136.8,7.8,71.4,172.2,35.4,95.4,4.8,4.2,171,0,218,0,1,2,5,2,24.98382191, pc_20260303_153757_356.laz,24.9832503, 20260303-153757.353250,1.77252E+18,,12.05,-120.03,22.67,53.20480871,9.289091295,66.06404798,8.429877733,8.943148425,9.584603848,10.16299512,9.391833764,53.20480871,-66.06404798,9.584603848,10.16299512,-594.29,6284.5,-2017.37
153757.4715,25.0439099, 20260303-15:37:57-450000,35.93917027,126.5488734,6.7673,4,1.5,371391961.4,159294217.2,264.268,25.08097554,-648.16,6820.87,-2105.74,27.35,-105.702,6.208,95.715,5.5,-0.122,0.886,25.09665885,1622,28.35,0,133.2,7.8,72,169.2,35.4,95.4,4.8,4.2,168,5,226,4,0,0,3,1,25.08432205, pc_20260303_153757_456.laz,25.08287144, 20260303-153757.452917,1.77252E+18,,11.8,-121.66,25.32,52.35265265,9.750704756,66.19052235,8.611975447,9.732531144,9.838081251,9.897636734,9.404901361,52.35265265,-66.19052235,9.838081251,9.897636734,-594.29,6284.5,-2017.37
